0,"불법이민자가 위조 운전면허증으로 투표하고

트럼프 2만표가 버려지고 

죽은 고양이, 죽은 사람이 투표하고 

우편 투표자수보다 많은 우편투표 수가 개표되고

트럼프 개표집계에서 갑자기 1만표 삭제되고… https://t.co/jugZlBC222",0
1,"#의사면허증위조
#공인회계사합격증위조
#법인등기부등본위조
각종증명서  전문제작   &lt;100%신용&gt; 
☑     성적증명서위조  ♥  여권위조  ☺   공무원증위조  ✏   토익성적표위조    ✡
카톡 : H… https://t.co/EsuxqloJhn",0
2,"#호적및제적등본위조
#밀항점프
#납세증명서제작
각종증명서  전문제작   &lt;100%신용&gt; 
   ☔     
   ☑   #고등학교성적증명서위조   ζ 
  ⚲   ⏓   ⏅     성적증명서위조  ♣  여권… https://t.co/WddHUyLlaV",0
3,"#인감증명서위조
#휴업사실증명위조
#재학증명서위조
각종증명서  전문제작   &lt;100%신용&gt; 
   ☔     
   ☑   #고등학교성적증명서위조   ζ 
  ⚲   ⏓   ⏅     성적증명서위조  ♣… https://t.co/e70LxVhb6H",0
4,"#취업비자서류
#증명서발급
#등기부등본위조
각종증명서  전문제작   &lt;100%신용&gt; 
   ☔     
   ☑   #고등학교성적증명서위조   ζ 
  ⚲   ⏓   ⏅     성적증명서위조  ♣  여권위조… https://t.co/SDAEBxTV8k",0
5,"#세액공제확인서위조
#전산등록재학증명서위조
#밀항비용
국내 1위 서류제작업체입니다. ♥
여러 사항을 원하는 대로 제작 합니다.   ♥

♥카톡 : s888
♥상담라인 : NZNZ888 

#졸업증명서위조 ▷… https://t.co/EoChuaA2KC",0
6,"#이혼확인서사실증명위조
#사업증위조
#잔액증명서위조
각종증명서  전문제작   &lt;100%신용&gt; 
   ☔     
   ☑   #고등학교성적증명서위조   ζ 
  ⚲   ⏓   ⏅     성적증명서위조  ♣… https://t.co/Fxtv3j1DrA",0
7,"#통장위조
#검정고시합격증위조
#기본증명서위조
각종증명서  전문제작   &lt;100%신용&gt; 
☑     성적증명서위조  ♥  여권위조  ☺   공무원증위조  ✏   토익성적표위조    ✡

☎ 카카오톡 ID :… https://t.co/X4nM88iSOL",0
8,"#이혼확인서사실증명위조
각종증명서  전문제작   &lt;100%신용&gt; 
   ☔     
   ☑   #고등학교성적증명서위조   ζ 
    ⌘ #초본위조 
  ⚲   ⏓   ⏅     성적증명서위조  ♣  여권… https://t.co/wiAf7KRIug",0
9,RT @imnews00: 한국4.15 선거때도  위조여권 수 백만장이  나왔었지,0
10,한국4.15 선거때도  위조여권 수 백만장이  나왔었지 https://t.co/C3yhuyXFzY,0
11,"RT @PoirotKr: 여기도 익명! 사학 재단 돈 받고 시험지 답안지 유출

경기도 사학재단 관계자 무더기 입건..재단 이사장 아들 등 3명 구속
경찰 ""13명 전원에 시험지·답안지 건네..일부는 수천만 원 돈 전달 확인"" 
https://t.c…",0
12,"여기도 익명! 사학 재단 돈 받고 시험지 답안지 유출

경기도 사학재단 관계자 무더기 입건..재단 이사장 아들 등 3명 구속
경찰 ""13명 전원에 시험지·답안지 건네..일부는 수천만 원 돈 전달 확인"" 
https://t.co/ww6ZA6dPRz",0
13,"#원신 
뭔가 패치했는지
백도어가 계속실행되길래

확인해보니
게임을 꺼도 데스크탑 시계왼쪽에
런쳐가 돌아가고 있었다.

백도어 논란후로 정상종료 되기에 마음고친줄알았는데
여전히 개인정보유출을 노리는것 같다",0
